20 procs 4000 updates in 0.110461 0.110199 0.110717 seconds: 36212.002553 36128.173620 36297.960154 updates/sec
40 procs 8000 updates in 0.218919 0.218321 0.219488 seconds: 36543.151794 36448.542747 36643.218961 updates/sec
80 procs 16000 updates in 0.434287 0.433094 0.435375 seconds: 36842.006229 36749.920879 36943.443133 updates/sec
160 procs 32000 updates in 0.862631 0.860021 0.864780 seconds: 37095.825732 37003.610228 37208.373760 updates/sec
320 procs 64000 updates in 1.697022 1.652124 1.711675 seconds: 37713.115129 37390.275345 38738.004054 updates/sec
640 procs 128000 updates in 3.466705 3.454967 3.475322 seconds: 36922.665253 36831.114415 37048.108944 updates/sec
