20 procs 4000 updates in 0.111876 0.111524 0.112127 seconds: 35754.017430 35673.710054 35866.808999 updates/sec
40 procs 8000 updates in 0.214510 0.214001 0.215007 seconds: 37294.292784 37208.151469 37383.075553 updates/sec
80 procs 16000 updates in 0.428227 0.427123 0.429272 seconds: 37363.399857 37272.404506 37459.916309 updates/sec
160 procs 32000 updates in 0.849976 0.847390 0.852176 seconds: 37648.108747 37550.947218 37762.992499 updates/sec
320 procs 64000 updates in 1.644736 1.594174 1.662630 seconds: 38912.015805 38493.238059 40146.175537 updates/sec
640 procs 128000 updates in 3.432257 3.420841 3.440857 seconds: 37293.249117 37200.030045 37417.694705 updates/sec
