20 procs 4000 updates in 0.114267 0.113994 0.114544 seconds: 35005.679573 34921.079278 35089.579969 updates/sec
40 procs 8000 updates in 0.225666 0.225086 0.226227 seconds: 35450.569313 35362.751860 35541.947571 updates/sec
80 procs 16000 updates in 0.449719 0.448531 0.450846 seconds: 35577.757499 35488.875822 35672.036805 updates/sec
160 procs 32000 updates in 0.901777 0.899213 0.904112 seconds: 35485.488298 35393.827394 35586.691261 updates/sec
320 procs 64000 updates in 1.707591 1.656668 1.729258 seconds: 37479.711323 37010.094309 38631.766205 updates/sec
640 procs 128000 updates in 3.614009 3.601509 3.623087 seconds: 35417.729968 35328.987218 35540.662448 updates/sec
