20 procs 4000 updates in 0.054981 0.054746 0.055129 seconds: 72752.052209 72557.045982 73064.523957 updates/sec
40 procs 8000 updates in 0.110481 0.110163 0.110764 seconds: 72410.798961 72225.547456 72619.531749 updates/sec
80 procs 16000 updates in 0.221181 0.220384 0.221722 seconds: 72339.026795 72162.583781 72600.567247 updates/sec
160 procs 32000 updates in 0.446381 0.444719 0.447462 seconds: 71687.654679 71514.498493 71955.481018 updates/sec
320 procs 64000 updates in 0.901258 0.896539 0.903438 seconds: 71011.877737 70840.502517 71385.600006 updates/sec
640 procs 128000 updates in 1.819969 1.813715 1.824614 seconds: 70330.881619 70151.809052 70573.394773 updates/sec
